party,mp,mp_page,house,position,body,date,current_former,data_set,title,start_date,end_date,date_scraped
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,Member,Standing Committee on Finance (National Assembly Committees),since 27th June 2019,current,position,Ms,2019-06-27,NA,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Ms,NA,NA,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,103rd Candidate,African National Congress National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,54th Candidate,African National Congress Provincial Eastern Cape Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,Member,Standing Committee on Finance (National Assembly Committees),from 28th August 2018 until 7th May 2019,former,position,Ms,2018-08-28,2019-05-07,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,Member,National Assembly (Parliament),from 14th August 2018 until 7th May 2019,former,position,Ms,2018-08-14,2019-05-07,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,Member,Eastern Cape Provincial Legislature (Provincial-Legislature),from 21st May 2014 until 13th August 2018,former,position,Ms,2014-05-21,2018-08-13,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,Member-elect,Eastern Cape Provincial Legislature (Provincial-Legislature),from 16th May 2014 until 21st May 2014,former,position,Ms,2014-05-16,2014-05-21,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,8th Candidate,African National Congress Provincial Eastern Cape Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
ANC,"Abraham,  PN",https://www.pa.org.za/person/noxolo-abraham-ntantiso/,national-assembly,Member,Eastern Cape Provincial Legislature (Provincial-Legislature),until 6th May 2014,former,position,Ms,NA,2014-05-06,2024-05-28
DA,"Abrahams,  ALA",https://www.pa.org.za/person/alexandra-lilian-amelia-abrahams/,national-assembly,Member,Portfolio Committee on Social Development (National Assembly Committees),since 7th December 2020,current,position,Ms,2020-12-07,NA,2024-05-28
DA,"Abrahams,  ALA",https://www.pa.org.za/person/alexandra-lilian-amelia-abrahams/,national-assembly,Constituency Head,DA Constituency Area: Tygerberg 1 (Constituency Area),since 1st June 2019,current,position,Ms,2019-06-01,NA,2024-05-28
DA,"Abrahams,  ALA",https://www.pa.org.za/person/alexandra-lilian-amelia-abrahams/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
DA,"Abrahams,  ALA",https://www.pa.org.za/person/alexandra-lilian-amelia-abrahams/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Ms,NA,NA,2024-05-28
DA,"Abrahams,  ALA",https://www.pa.org.za/person/alexandra-lilian-amelia-abrahams/,national-assembly,Alternate Member,Portfolio Committee on Social Development (National Assembly Committees),from 27th June 2019 until 7th December 2020,former,position,Ms,2019-06-27,2020-12-07,2024-05-28
DA,"Abrahams,  ALA",https://www.pa.org.za/person/alexandra-lilian-amelia-abrahams/,national-assembly,3rd Candidate,Democratic Alliance Regional Western Cape Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
ANC,"Adams,  R C",https://www.pa.org.za/person/rachel-cecilia-adams/,national-assembly,Member,"Portfolio Committee on Sport, Arts and Culture (National Assembly Committees)",since 27th June 2019,current,position,Ms,2019-06-27,NA,2024-05-28
ANC,"Adams,  R C",https://www.pa.org.za/person/rachel-cecilia-adams/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
ANC,"Adams,  R C",https://www.pa.org.za/person/rachel-cecilia-adams/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Ms,NA,NA,2024-05-28
ANC,"Adams,  R C",https://www.pa.org.za/person/rachel-cecilia-adams/,national-assembly,105th Candidate,African National Congress National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
ANC,"Adams,  R C",https://www.pa.org.za/person/rachel-cecilia-adams/,national-assembly,Member,Committee On Auditor-General (Committee),from 23rd May 2017 until 7th May 2019,former,position,Ms,2017-05-23,2019-05-07,2024-05-28
ANC,"Adams,  R C",https://www.pa.org.za/person/rachel-cecilia-adams/,national-assembly,Alternate Member,Portfolio Committee on Health (National Assembly Committees),from 23rd May 2017 until 7th May 2019,former,position,Ms,2017-05-23,2019-05-07,2024-05-28
ANC,"Adams,  R C",https://www.pa.org.za/person/rachel-cecilia-adams/,national-assembly,Member,National Assembly (Parliament),from 4th May 2017 until 7th May 2019,former,position,Ms,2017-05-04,2019-05-07,2024-05-28
ANC,"Adams,  R C",https://www.pa.org.za/person/rachel-cecilia-adams/,national-assembly,138th Candidate,African National Congress National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
ANC,"Adoons,  NG",https://www.pa.org.za/person/nombuyiselo-gladys-adoons/,national-assembly,Member,Portfolio Committee on Basic Education (National Assembly Committees),since 27th June 2019,current,position,Ms,2019-06-27,NA,2024-05-28
ANC,"Adoons,  NG",https://www.pa.org.za/person/nombuyiselo-gladys-adoons/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
ANC,"Adoons,  NG",https://www.pa.org.za/person/nombuyiselo-gladys-adoons/,national-assembly,Constituency Contact,ANC Constituency Office : Maquassi Hills (Wolmaranstad) (Constituency Office),,current,position,Ms,NA,NA,2024-05-28
ANC,"Adoons,  NG",https://www.pa.org.za/person/nombuyiselo-gladys-adoons/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Ms,NA,NA,2024-05-28
ANC,"Adoons,  NG",https://www.pa.org.za/person/nombuyiselo-gladys-adoons/,national-assembly,3rd Candidate,African National Congress Regional North West Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Alexander,  W",https://www.pa.org.za/person/wendy-robyn-alexander/,national-assembly,Member,Portfolio Committee on Public Works and Infrastructure (National Assembly Committees),since 24th August 2023,current,position,Ms,2023-08-24,NA,2024-05-28
DA,"Alexander,  W",https://www.pa.org.za/person/wendy-robyn-alexander/,national-assembly,Alternate Member,Standing Committee on Finance (National Assembly Committees),since 27th January 2023,current,position,Ms,2023-01-27,NA,2024-05-28
DA,"Alexander,  W",https://www.pa.org.za/person/wendy-robyn-alexander/,national-assembly,Member,National Assembly (Parliament),since 10th November 2022,current,position,Ms,2022-11-10,NA,2024-05-28
DA,"Alexander,  W",https://www.pa.org.za/person/wendy-robyn-alexander/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Ms,NA,NA,2024-05-28
DA,"Alexander,  W",https://www.pa.org.za/person/wendy-robyn-alexander/,national-assembly,65th Candidate,Democratic Alliance Regional Gauteng Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
ANC,"April,  HG",https://www.pa.org.za/person/heinrich-giovanni-april/,national-assembly,Constituency Head,ANC Constituency Office (123): Kliptown (Constituency Office),since 2022,current,position,Mr,NA,NA,2024-05-28
ANC,"April,  HG",https://www.pa.org.za/person/heinrich-giovanni-april/,national-assembly,Alternate Member,Portfolio Committee on Tourism (National Assembly Committees),since 27th June 2019,current,position,Mr,2019-06-27,NA,2024-05-28
ANC,"April,  HG",https://www.pa.org.za/person/heinrich-giovanni-april/,national-assembly,Member,Portfolio Committee on Small Business Development (National Assembly Committees),since 27th June 2019,current,position,Mr,2019-06-27,NA,2024-05-28
ANC,"April,  HG",https://www.pa.org.za/person/heinrich-giovanni-april/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Mr,2019-05-22,NA,2024-05-28
ANC,"April,  HG",https://www.pa.org.za/person/heinrich-giovanni-april/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Mr,NA,NA,2024-05-28
ANC,"April,  HG",https://www.pa.org.za/person/heinrich-giovanni-april/,national-assembly,22nd Candidate,African National Congress Regional Gauteng Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
EFF,"Arries,  LH",https://www.pa.org.za/person/laetitia-heloise-arries/,national-assembly,Alternate Member,Portfolio Committee on Social Development (National Assembly Committees),since 6th May 2020,current,position,Ms,2020-05-06,NA,2024-05-28
EFF,"Arries,  LH",https://www.pa.org.za/person/laetitia-heloise-arries/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
EFF,"Arries,  LH",https://www.pa.org.za/person/laetitia-heloise-arries/,national-assembly,Member,Economic Freedom Fighters (EFF) (Party),,current,position,Ms,NA,NA,2024-05-28
EFF,"Arries,  LH",https://www.pa.org.za/person/laetitia-heloise-arries/,national-assembly,Alternate Member,"Portfolio Committee on Human Settlements, Water and Sanitation (National Assembly Committees)",from 27th June 2019 until 6th May 2020,former,position,Ms,2019-06-27,2020-05-06,2024-05-28
EFF,"Arries,  LH",https://www.pa.org.za/person/laetitia-heloise-arries/,national-assembly,48th Candidate,Economic Freedom Fighters National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
EFF,"Arries,  LH",https://www.pa.org.za/person/laetitia-heloise-arries/,national-assembly,24th Candidate,Economic Freedom Fighters Provincial Western Cape Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
EFF,"Arries,  LH",https://www.pa.org.za/person/laetitia-heloise-arries/,national-assembly,48th Candidate,Economic Freedom Fighters Regional Gauteng Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,Member,Portfolio Committee on Employment and Labour (National Assembly Committees),since 27th June 2019,current,position,Mr,2019-06-27,NA,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Mr,2019-05-22,NA,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Mr,NA,NA,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,7th Candidate,Democratic Alliance Regional Western Cape Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,Member,Portfolio Committee on Labour (National Assembly Committees),from 20th June 2014 until 7th May 2019,former,position,Mr,2014-06-20,2019-05-07,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,Member,National Assembly (Parliament),from 21st May 2014 until 7th May 2019,former,position,Mr,2014-05-21,2019-05-07,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,Constituency Contact,DA Constituency Area: iThemba (Constituency Area),from August 2015 until December 2017,former,position,Mr,NA,NA,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,Member-elect,National Assembly (Parliament),from 16th May 2014 until 21st May 2014,former,position,Mr,2014-05-16,2014-05-21,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,12nd Candidate,Democratic Alliance Regional Western Cape Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Mr,2014-04-22,2014-05-07,2024-05-28
DA,"Bagraim,  M",https://www.pa.org.za/person/michael-bagraim/,national-assembly,61st Candidate,Democratic Alliance National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Mr,2014-04-22,2014-05-07,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Deputy Minister of Public Enterprises,National Executive (Executive),since 6th March 2023,current,position,Mr,2023-03-06,NA,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Mr,2019-05-22,NA,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Mr,NA,NA,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Constituency Contact,ANC Constituency Office (401): Madibeng (Brits) (Constituency Office),,current,position,Mr,NA,NA,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Deputy Minister of Cooperative Governance and Traditional Affairs,National Executive (Executive),from 29th May 2019 until 6th March 2023,former,position,Mr,2019-05-29,2023-03-06,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,64th Candidate,African National Congress National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,"Deputy Minister of Cooperative Governance and Traditional Affairs, responsible for traditional affairs",National Executive (Executive),from 26th May 2014 until 7th May 2019,former,position,Mr,2014-05-26,2019-05-07,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Member,National Assembly (Parliament),from 21st May 2014 until 7th May 2019,former,position,Mr,2014-05-21,2019-05-07,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Member-elect,National Assembly (Parliament),from 16th May 2014 until 21st May 2014,former,position,Mr,2014-05-16,2014-05-21,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,71st Candidate,African National Congress National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Mr,2014-04-22,2014-05-07,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Member,National Assembly (Parliament),from 6th May 2009 until 6th May 2014,former,position,Mr,2009-05-06,2014-05-06,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Deputy Minister in the Presidency: Performance Monitoring and Evaluation and Administration,National Executive (Executive),from 24th October 2011 until 24th April 2014,former,position,Mr,2011-10-24,2014-04-24,2024-05-28
ANC,"Bapela,  KO",https://www.pa.org.za/person/kopeng-obed-bapela/,national-assembly,Deputy Minister of Communications,National Executive (Executive),from 31st October 2010 until 24th October 2011,former,position,Mr,2010-10-31,2011-10-24,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Member,Portfolio Committee on Water and Sanitation (National Assembly Committees),since 25th April 2022,current,position,Mr,2022-04-25,NA,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Constituency Head,DA Constituency Area: Madibeng (Constituency Area),since 1st June 2019,current,position,Mr,2019-06-01,NA,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Mr,2019-05-22,NA,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Mr,NA,NA,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Member,"Portfolio Committee on Human Settlements, Water and Sanitation (National Assembly Committees)",from 27th June 2019 until 27th August 2021,former,position,Mr,2019-06-27,2021-08-27,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,39th Candidate,Democratic Alliance National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,2nd Candidate,Democratic Alliance Regional North West Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,10th Candidate,Democratic Alliance Provincial North West Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Member,Portfolio Committee on Water and Sanitation (National Assembly Committees),from 20th June 2014 until 7th May 2019,former,position,Mr,2014-06-20,2019-05-07,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Constituency Contact,DA Constituency Area: Madibeng [Brits] (Constituency Area),from 21st May 2014 until 7th May 2019,former,position,Mr,2014-05-21,2019-05-07,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Member,National Assembly (Parliament),from 21st May 2014 until 7th May 2019,former,position,Mr,2014-05-21,2019-05-07,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,Member-elect,National Assembly (Parliament),from 16th May 2014 until 21st May 2014,former,position,Mr,2014-05-16,2014-05-21,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,14th Candidate,Democratic Alliance National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Mr,2014-04-22,2014-05-07,2024-05-28
DA,"Basson,  LJ",https://www.pa.org.za/person/leonard-jones-basson/,national-assembly,2nd Candidate,Democratic Alliance Regional North West Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Mr,2014-04-22,2014-05-07,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Member,"Portfolio Committee On Trade, Industry and Competition (National Assembly Committees)",since 3rd May 2023,current,position,Mr,2023-05-03,NA,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Party Whip,National Assembly (Parliament),since 13th June 2019,current,position,Mr,2019-06-13,NA,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Mr,2019-05-22,NA,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Mr,NA,NA,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Member,Portfolio Committee on International Relations and Cooperation (National Assembly Committees),from 27th June 2019 until 3rd May 2023,former,position,Mr,2019-06-27,2023-05-03,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,68th Candidate,Democratic Alliance National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,19th Candidate,Democratic Alliance Regional Gauteng Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Alternate Member,Portfolio Committee on International Relations and Cooperation (National Assembly Committees),from 17th September 2015 until 7th May 2019,former,position,Mr,2015-09-17,2019-05-07,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Member,Portfolio Committee on Sport and Recreation (National Assembly Committees),from 20th June 2014 until 7th May 2019,former,position,Mr,2014-06-20,2019-05-07,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Member,National Assembly (Parliament),from 21st May 2014 until 7th May 2019,former,position,Mr,2014-05-21,2019-05-07,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,Member-elect,National Assembly (Parliament),from 16th May 2014 until 21st May 2014,former,position,Mr,2014-05-16,2014-05-21,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,45th Candidate,Democratic Alliance National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Mr,2014-04-22,2014-05-07,2024-05-28
DA,"Bergman,  D",https://www.pa.org.za/person/darren-bergman/,national-assembly,12nd Candidate,Democratic Alliance Regional Gauteng Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Mr,2014-04-22,2014-05-07,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Alternate Member,Portfolio Committee on Defence and Military Veterans (National Assembly Committees),since 14th April 2023,current,position,Ms,2023-04-14,NA,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Member,Standing Committee on Public Accounts (SCOPA) (National Assembly Committees),since 21st January 2022,current,position,Ms,2022-01-21,NA,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Member,National Assembly (Parliament),since 12th June 2019,current,position,Ms,2019-06-12,NA,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Ms,NA,NA,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Member,Portfolio Committee on Defence and Military Veterans (National Assembly Committees),from 13th March 2023 until 14th April 2023,former,position,Ms,2023-03-13,2023-04-14,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Alternate Member,Portfolio Committee on Defence and Military Veterans (National Assembly Committees),from 22nd February 2022 until 13th March 2023,former,position,Ms,2022-02-22,2023-03-13,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Member,Portfolio Committee on Defence and Military Veterans (National Assembly Committees),from 27th June 2019 until 22nd February 2022,former,position,Ms,2019-06-27,2022-02-22,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Member,Joint Standing Committee on Defence (Joint Committees),from 27th June 2019 until 22nd February 2022,former,position,Ms,2019-06-27,2022-02-22,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Alternate Member,Standing Committee on Public Accounts (SCOPA) (National Assembly Committees),from 1st July 2019 until 21st January 2022,former,position,Ms,2019-07-01,2022-01-21,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,118th Candidate,African National Congress National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Member,Northern Cape Provincial Legislature (Provincial-Legislature),from 21st May 2014 until 7th May 2019,former,position,Ms,2014-05-21,2019-05-07,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,Member-elect,Northern Cape Provincial Legislature (Provincial-Legislature),from 16th May 2014 until 21st May 2014,former,position,Ms,2014-05-16,2014-05-21,2024-05-28
ANC,"Beukes,  AJ",https://www.pa.org.za/person/alexandra-jennifer-beukes/,national-assembly,18th Candidate,African National Congress Provincial Northern Cape Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
ANC,"Bilankulu,  JH",https://www.pa.org.za/person/john-hlengani-bilankulu/,national-assembly,Member,Portfolio Committee On Transport (National Assembly Committees),since 27th August 2021,current,position,Mr,2021-08-27,NA,2024-05-28
ANC,"Bilankulu,  JH",https://www.pa.org.za/person/john-hlengani-bilankulu/,national-assembly,Member,Portfolio Committee on Mineral Resources and Energy (National Assembly Committees),since 27th June 2019,current,position,Mr,2019-06-27,NA,2024-05-28
ANC,"Bilankulu,  JH",https://www.pa.org.za/person/john-hlengani-bilankulu/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Mr,2019-05-22,NA,2024-05-28
ANC,"Bilankulu,  JH",https://www.pa.org.za/person/john-hlengani-bilankulu/,national-assembly,None,ANC Constituency Office (317): Tzaneen Regional Office (Constituency Office),,current,position,Mr,NA,NA,2024-05-28
ANC,"Bilankulu,  JH",https://www.pa.org.za/person/john-hlengani-bilankulu/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Mr,NA,NA,2024-05-28
ANC,"Bilankulu,  JH",https://www.pa.org.za/person/john-hlengani-bilankulu/,national-assembly,Alternate Member,Portfolio Committee On Transport (National Assembly Committees),from 27th June 2019 until 27th August 2021,former,position,Mr,2019-06-27,2021-08-27,2024-05-28
ANC,"Bilankulu,  JH",https://www.pa.org.za/person/john-hlengani-bilankulu/,national-assembly,5th Candidate,African National Congress Regional Limpopo Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
ANC,"Bilankulu,  NK",https://www.pa.org.za/person/nkhensani-kate-bilankulu/,national-assembly,Chairperson,Committee on Multi-Party Women's Caucus (Joint Committees),since 12th July 2019,current,position,Ms,2019-07-12,NA,2024-05-28
ANC,"Bilankulu,  NK",https://www.pa.org.za/person/nkhensani-kate-bilankulu/,national-assembly,Member,Portfolio Committee on Social Development (National Assembly Committees),since 27th June 2019,current,position,Ms,2019-06-27,NA,2024-05-28
ANC,"Bilankulu,  NK",https://www.pa.org.za/person/nkhensani-kate-bilankulu/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
ANC,"Bilankulu,  NK",https://www.pa.org.za/person/nkhensani-kate-bilankulu/,national-assembly,Constituency Contact,ANC Constituency Office (323): Runnymede (Constituency Office),,current,position,Ms,NA,NA,2024-05-28
ANC,"Bilankulu,  NK",https://www.pa.org.za/person/nkhensani-kate-bilankulu/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Ms,NA,NA,2024-05-28
ANC,"Bilankulu,  NK",https://www.pa.org.za/person/nkhensani-kate-bilankulu/,national-assembly,1st Candidate,African National Congress Regional Limpopo Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
