party,mp,mp_page,house,position,body,date,current_former,data_set,title,start_date,end_date,date_scraped
ANC,"Kekana,  PS",https://www.pa.org.za/person/pinky-sharon-kekana/,national-assembly,Member-elect,National Assembly (Parliament),from 16th May 2014 until 21st May 2014,former,position,Ms,2014-05-16,2014-05-21,2024-05-28
ANC,"Kekana,  PS",https://www.pa.org.za/person/pinky-sharon-kekana/,national-assembly,10th Candidate,African National Congress Regional Limpopo Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
DA,"Khakhau,  KL",https://www.pa.org.za/person/karabo-lerato-khakhau/,national-assembly,Member,"Portfolio Committee on Higher Education, Science and Innovation (National Assembly Committees)",since 3rd May 2023,current,position,Ms,2023-05-03,NA,2024-05-28
DA,"Khakhau,  KL",https://www.pa.org.za/person/karabo-lerato-khakhau/,national-assembly,Member,National Assembly (Parliament),since 10th November 2022,current,position,Ms,2022-11-10,NA,2024-05-28
DA,"Khakhau,  KL",https://www.pa.org.za/person/karabo-lerato-khakhau/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Ms,NA,NA,2024-05-28
DA,"Khakhau,  KL",https://www.pa.org.za/person/karabo-lerato-khakhau/,national-assembly,Alternate Member,"Portfolio Committee on Higher Education, Science and Innovation (National Assembly Committees)",from 27th January 2023 until 3rd May 2023,former,position,Ms,2023-01-27,2023-05-03,2024-05-28
DA,"Khakhau,  KL",https://www.pa.org.za/person/karabo-lerato-khakhau/,national-assembly,Member,"Public Works, Infrastructure, Roads, Transport & Human Settlements (Free State Legislature Committee)",from 3rd June 2019 until 10th November 2022,former,position,Ms,2019-06-03,2022-11-10,2024-05-28
DA,"Khakhau,  KL",https://www.pa.org.za/person/karabo-lerato-khakhau/,national-assembly,Member,Free State Provincial Legislature (Provincial-Legislature),from 22nd May 2019 until 10th November 2022,former,position,Ms,2019-05-22,2022-11-10,2024-05-28
DA,"Khakhau,  KL",https://www.pa.org.za/person/karabo-lerato-khakhau/,national-assembly,14th Candidate,Democratic Alliance Regional Free State Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Khakhau,  KL",https://www.pa.org.za/person/karabo-lerato-khakhau/,national-assembly,3rd Candidate,Democratic Alliance Provincial Free State Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,Member,Portfolio Committee on Home Affairs (National Assembly Committees),since 27th June 2019,current,position,Ms,2019-06-27,NA,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Ms,NA,NA,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,3rd Candidate,Democratic Alliance Regional Mpumalanga Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,22nd Candidate,Democratic Alliance Provincial Mpumalanga Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,52nd Candidate,Democratic Alliance National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,Alternate Member,Portfolio Committee on Social Development (National Assembly Committees),from 9th March 2018 until 7th May 2019,former,position,Ms,2018-03-09,2019-05-07,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,Member,National Assembly (Parliament),from 1st December 2017 until 7th May 2019,former,position,Ms,2017-12-01,2019-05-07,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,Member,Economic Freedom Fighters (EFF) (Party),until 2015,former,position,Ms,NA,NA,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,4th Candidate,Economic Freedom Fighters Regional Mpumalanga Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
DA,"Khanyile,  AT",https://www.pa.org.za/person/thembisile-angel-khanyile/,national-assembly,193rd Candidate,Economic Freedom Fighters National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Member,"Portfolio Committee on Women, Youth and People with Disabilities (National Assembly Committees)",since 28th February 2023,current,position,Ms,2023-02-28,NA,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Member,Economic Freedom Fighters (EFF) (Party),,current,position,Ms,NA,NA,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Alternate Member,"Portfolio Committee on Sport, Arts and Culture (National Assembly Committees)",from 3rd November 2020 until 9th March 2023,former,position,Ms,2020-11-03,2023-03-09,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Alternate Member,"Portfolio Committee on Women, Youth and People with Disabilities (National Assembly Committees)",from 27th June 2019 until 4th September 2020,former,position,Ms,2019-06-27,2020-09-04,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,24th Candidate,Economic Freedom Fighters National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,24th Candidate,Economic Freedom Fighters Regional Eastern Cape Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,24th Candidate,Economic Freedom Fighters Regional Gauteng Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,24th Candidate,Economic Freedom Fighters Regional KwaZulu-Natal Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Member,Portfolio Committee on Women in The Presidency (National Assembly Committees),from 14th September 2017 until 7th May 2019,former,position,Ms,2017-09-14,2019-05-07,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Member,Portfolio Committee on Water and Sanitation (National Assembly Committees),from 20th June 2014 until 7th May 2019,former,position,Ms,2014-06-20,2019-05-07,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Member,National Assembly (Parliament),from 21st May 2014 until 7th May 2019,former,position,Ms,2014-05-21,2019-05-07,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,Member-elect,National Assembly (Parliament),from 16th May 2014 until 21st May 2014,former,position,Ms,2014-05-16,2014-05-21,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,6th Candidate,Economic Freedom Fighters Provincial KwaZulu-Natal Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,49th Candidate,Economic Freedom Fighters National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
EFF,"Khawula,  MS",https://www.pa.org.za/person/makoti-sibongile-khawula/,national-assembly,1st Candidate,Economic Freedom Fighters Regional KwaZulu-Natal Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
DA,"Khumalo,  NV",https://www.pa.org.za/person/ntombi-valencia-khumalo/,national-assembly,Member,Portfolio Committee on Human Settlements (National Assembly Committees),since 25th March 2022,current,position,Dr,2022-03-25,NA,2024-05-28
DA,"Khumalo,  NV",https://www.pa.org.za/person/ntombi-valencia-khumalo/,national-assembly,Member,National Assembly (Parliament),since 9th September 2021,current,position,Dr,2021-09-09,NA,2024-05-28
DA,"Khumalo,  NV",https://www.pa.org.za/person/ntombi-valencia-khumalo/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Dr,NA,NA,2024-05-28
DA,"Khumalo,  NV",https://www.pa.org.za/person/ntombi-valencia-khumalo/,national-assembly,Alternate Member,"Portfolio Committee on Higher Education, Science and Innovation (National Assembly Committees)",until 3rd May 2023,former,position,Dr,NA,2023-05-03,2024-05-28
DA,"Khumalo,  NV",https://www.pa.org.za/person/ntombi-valencia-khumalo/,national-assembly,196th Candidate,Democratic Alliance National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Dr,2019-04-23,2019-05-08,2024-05-28
DA,"Khumalo,  NV",https://www.pa.org.za/person/ntombi-valencia-khumalo/,national-assembly,53rd Candidate,Democratic Alliance Provincial Gauteng Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Dr,2019-04-23,2019-05-08,2024-05-28
DA,"Khumalo,  NV",https://www.pa.org.za/person/ntombi-valencia-khumalo/,national-assembly,63rd Candidate,Democratic Alliance Regional Gauteng Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Dr,2019-04-23,2019-05-08,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Alternate Member,Portfolio Committee on Public Works (Committee),since 15th July 2020,current,position,Ms,2020-07-15,NA,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Member,Portfolio Committee on Transport (Committee),since 15th July 2020,current,position,Ms,2020-07-15,NA,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Member,National Assembly (Parliament),since 23rd June 2020,current,position,Ms,2020-06-23,NA,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Ms,NA,NA,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,27th Candidate,African National Congress Regional KwaZulu-Natal Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,58th Candidate,African National Congress Provincial KwaZulu-Natal Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Member,National Assembly (Parliament),from 6th May 2009 until 6th May 2014,former,position,Ms,2009-05-06,2014-05-06,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Member,Private Members' Legislative Proposals and Special Petitions (National Assembly Committees),until 6th May 2014,former,position,Ms,NA,2014-05-06,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Member,Committee On Private Members' Legislative Proposals And Special Petitions (Committee),until 6th May 2014,former,position,Ms,NA,2014-05-06,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Member,"Portfolio Committee On Trade, Industry and Competition (National Assembly Committees)",until 6th May 2014,former,position,Ms,NA,2014-05-06,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Member,Portfolio Committee on Social Development (Committee),until 6th May 2014,former,position,Ms,NA,2014-05-06,2024-05-28
ANC,"Khumalo,  FE",https://www.pa.org.za/person/fikile-eunice-khumalo/,national-assembly,Constituency Contact,ANC Constituency Office (880): Nquthu (Constituency Office),until 6th May 2014,former,position,Ms,NA,2014-05-06,2024-05-28
ANC,"Kibi,  MT",https://www.pa.org.za/person/mirriam-thenjiwe-kibi/,national-assembly,Member,Portfolio Committee on Public Service and Administration (National Assembly Committees),since 27th June 2019,current,position,Ms,2019-06-27,NA,2024-05-28
ANC,"Kibi,  MT",https://www.pa.org.za/person/mirriam-thenjiwe-kibi/,national-assembly,Alternate Member,Portfolio Committee on Cooperative Governance and Traditional Affairs (National Assembly Committees),since 27th June 2019,current,position,Ms,2019-06-27,NA,2024-05-28
ANC,"Kibi,  MT",https://www.pa.org.za/person/mirriam-thenjiwe-kibi/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
ANC,"Kibi,  MT",https://www.pa.org.za/person/mirriam-thenjiwe-kibi/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Ms,NA,NA,2024-05-28
ANC,"Kibi,  MT",https://www.pa.org.za/person/mirriam-thenjiwe-kibi/,national-assembly,Member,"Portfolio Committee on Public Service and Administration, Performance Monitoring & Evaluation (National Assembly Committees)",from 27th June 2019 until 25th May 2023,former,position,Ms,2019-06-27,2023-05-25,2024-05-28
ANC,"Kibi,  MT",https://www.pa.org.za/person/mirriam-thenjiwe-kibi/,national-assembly,1st Candidate,African National Congress Regional Northern Cape Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Party Whip,National Assembly (Parliament),since 3rd December 2021,current,position,Ms,2021-12-03,NA,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Member,"Portfolio Committee on Higher Education, Science and Innovation (National Assembly Committees)",since 7th December 2020,current,position,Ms,2020-12-07,NA,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Constituency Leader,DA Constituency Area: Phesheya Kwenciba 1 (Constituency Area),since 1st June 2019,current,position,Ms,2019-06-01,NA,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Ms,NA,NA,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Alternate Member,Committee for Section 194 Enquiry (Ad Hoc Committees),from 2nd June 2022 until 13th September 2023,former,position,Ms,2022-06-02,2023-09-13,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Alternate Member,Rules,from 26th May 2022 until 7th November 2022,former,position,Ms,2022-05-26,2022-11-07,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Alternate Member,Portfolio Committee on Basic Education (National Assembly Committees),from 27th June 2019 until 7th December 2020,former,position,Ms,2019-06-27,2020-12-07,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,4th Candidate,Democratic Alliance Regional Eastern Cape Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,43rd Candidate,Democratic Alliance National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Alternate Member,Portfolio Committee on Basic Education (National Assembly Committees),from 12th September 2018 until 7th May 2019,former,position,Ms,2018-09-12,2019-05-07,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Member,National Assembly (Parliament),from 8th November 2016 until 7th May 2019,former,position,Ms,2016-11-08,2019-05-07,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Constituency Contact,DA Constituency Area: Phesheya Kwenciba (Constituency Area),until 7th May 2019,former,position,Ms,NA,2019-05-07,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Member,Democratic Alliance (DA) (Party),until 7th May 2019,former,position,Ms,NA,2019-05-07,2024-05-28
DA,"King,  C",https://www.pa.org.za/person/chantel-king/,national-assembly,Member,Portfolio Committee on Science and Technology (National Assembly Committees),from 8th December 2016 until 12th October 2018,former,position,Ms,2016-12-08,2018-10-12,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Minister of Public Service and Administration,National Executive (Executive),since 6th March 2023,current,position,Ms,2023-03-06,NA,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Ms,NA,NA,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Constituency Leader,ANC Constituency Office (719): Humansdorp (Constituency Office),from 2022 until 6th March 2023,former,position,Ms,NA,2023-03-06,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Deputy Minister of Public Works and Infrastructure,National Executive (Executive),from 29th May 2019 until 6th March 2023,former,position,Ms,2019-05-29,2023-03-06,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,42nd Candidate,African National Congress National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Member,Eastern Cape Provincial Legislature (Provincial-Legislature),from 21st May 2014 until 7th May 2019,former,position,Ms,2014-05-21,2019-05-07,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Speaker,Eastern Cape Provincial Legislature (Provincial-Legislature),from 21st May 2014 until 7th May 2019,former,position,Ms,2014-05-21,2019-05-07,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Member,Women's-Caucus EC (Eastern Cape Provincial Legislature Committee),until 7th May 2019,former,position,Ms,NA,2019-05-07,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Member-elect,Eastern Cape Provincial Legislature (Provincial-Legislature),from 16th May 2014 until 21st May 2014,former,position,Ms,2014-05-16,2014-05-21,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,23rd Candidate,African National Congress Provincial Eastern Cape Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
ANC,"Kiviet,  N",https://www.pa.org.za/person/noxolo-kiviet/,national-assembly,Member,Eastern Cape Provincial Legislature (Provincial-Legislature),until 6th May 2014,former,position,Ms,NA,2014-05-06,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,"Minister of Sports, Arts and Culture",National Executive (Executive),since 6th March 2023,current,position,Mr,2023-03-06,NA,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,Constituency Head,ANC Constituency Office (105): Ipelegeng/Dube (Constituency Office),since 2022,current,position,Mr,NA,NA,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,Constituency Leader,ANC Constituency Office (725): Lady Grey (Constituency Office),since 2022,current,position,Mr,NA,NA,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Mr,2019-05-22,NA,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,Member,African National Congress (ANC) (Party),,current,position,Mr,NA,NA,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,Deputy Minister in the Presidency: State Security,National Executive (Executive),from 5th August 2021 until 6th March 2023,former,position,Mr,2021-08-05,2023-03-06,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,Deputy Minister of State Security,National Executive (Executive),from 29th May 2019 until 5th August 2021,former,position,Mr,2019-05-29,2021-08-05,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,31st Candidate,African National Congress National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Mr,2019-04-23,2019-05-08,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,Member,National Assembly (Parliament),from 21st May 2014 until 26th May 2014,former,position,Mr,2014-05-21,2014-05-26,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,Member-elect,National Assembly (Parliament),from 16th May 2014 until 21st May 2014,former,position,Mr,2014-05-16,2014-05-21,2024-05-28
ANC,"Kodwa,  NG",https://www.pa.org.za/person/ncediso-goodenough-kodwa/,national-assembly,22nd Candidate,African National Congress National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Mr,2014-04-22,2014-05-07,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Ad Hoc Committee on the General Intelligence Laws Amendment Bill (Ad Hoc Committees),since 12th October 2023,current,position,Ms,2023-10-12,NA,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Joint Standing Committee on Intelligence (Joint Committees),since 30th October 2019,current,position,Ms,2019-10-30,NA,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Constituency Head,DA Constituency Area: Central Durban (Constituency Area),since 1st June 2019,current,position,Ms,2019-06-01,NA,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,National Assembly (Parliament),since 22nd May 2019,current,position,Ms,2019-05-22,NA,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Democratic Alliance (DA) (Party),,current,position,Ms,NA,NA,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Portfolio Committee on Communications and Digital Technologies (National Assembly Committees),from 22nd August 2022 until 3rd May 2023,former,position,Ms,2022-08-22,2023-05-03,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Alternate Member,Portfolio Committee on Communications and Digital Technologies (National Assembly Committees),from 18th August 2022 until 22nd August 2022,former,position,Ms,2022-08-18,2022-08-22,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,4th Candidate,Democratic Alliance Regional KwaZulu-Natal Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,34th Candidate,Democratic Alliance National Election List 2019 (Election List),from 23rd April 2019 until 8th May 2019,former,position,Ms,2019-04-23,2019-05-08,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Portfolio Committee on Police (National Assembly Committees),from 13th July 2017 until 7th May 2019,former,position,Ms,2017-07-13,2019-05-07,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Constituency Contact,DA Constituency Area: Durban South (Ethekwini) (Constituency Area),from 21st May 2014 until 7th May 2019,former,position,Ms,2014-05-21,2019-05-07,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,National Assembly (Parliament),from 21st May 2014 until 7th May 2019,former,position,Ms,2014-05-21,2019-05-07,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Democratic Alliance (DA) (Party),until 7th May 2019,former,position,Ms,NA,2019-05-07,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Portfolio Committee on Public Works (National Assembly Committees),from 15th October 2015 until 13th July 2017,former,position,Ms,2015-10-15,2017-07-13,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Portfolio Committee on Police (National Assembly Committees),from 20th June 2014 until 15th October 2015,former,position,Ms,2014-06-20,2015-10-15,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member-elect,National Assembly (Parliament),from 16th May 2014 until 21st May 2014,former,position,Ms,2014-05-16,2014-05-21,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,44th Candidate,Democratic Alliance National Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,5th Candidate,Democratic Alliance Regional KwaZulu-Natal Election List 2014 (Election List),from 22nd April 2014 until 7th May 2014,former,position,Ms,2014-04-22,2014-05-07,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Constituency Contact,DA Constituency Area: ETH South Durban (Constituency Area),from 10th May 2014 until 6th May 2014,former,position,Ms,2014-05-10,2014-05-06,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,National Assembly (Parliament),from 6th May 2009 until 6th May 2014,former,position,Ms,2009-05-06,2014-05-06,2024-05-28
DA,"Kohler-Barnard,  D",https://www.pa.org.za/person/dianne-kohler-barnard/,national-assembly,Member,Portfolio Committee on Police (Committee),until 6th May 2014,former,position,Ms,NA,2014-05-06,2024-05-28
